,FieldID,date,MNDWI,Year,Month
21881,SW1,2007-08-11,-0.5825649655635271,2007,8
21882,SW2,2007-08-11,-0.5182778147530339,2007,8
21883,WC10,2007-08-11,-0.4805465765849738,2007,8
21884,WC14,2007-08-11,-0.4131100870269957,2007,8
21885,WC7,2007-08-11,-0.4997248782884347,2007,8
21886,WC27,2007-08-11,-0.5464401253647507,2007,8
21864,WC11,2007-08-11,-0.5545750596427078,2007,8
25923,SW1,2007-08-11,-0.5794678356586813,2007,8
21873,WC23,2007-08-11,-0.5059949562071813,2007,8
17940,NW7,2007-08-11,-0.5359692948414029,2007,8
17956,NW2,2007-08-11,-0.5091035944572552,2007,8
17939,NW6,2007-08-11,-0.589024547214651,2007,8
17957,NW3,2007-08-11,-0.4774474281273206,2007,8
17958,NW4,2007-08-11,-0.5234118494150589,2007,8
17959,NW5,2007-08-11,-0.5224191952957321,2007,8
17941,NB1,2007-08-11,-0.5308128650469065,2007,8
17955,NW1,2007-08-11,-0.4716852565977691,2007,8
4376,NC1,2007-08-13,-0.5408272960275048,2007,8
4375,NC2,2007-08-13,-0.5482186142797267,2007,8
14275,WC27,2007-08-20,-0.4892199320355271,2007,8
10405,WC27,2007-08-20,-0.4880592165669929,2007,8
10404,WC7,2007-08-20,-0.394941713713152,2007,8
10403,WC14,2007-08-20,-0.3572233871767412,2007,8
10402,WC10,2007-08-20,-0.4014149653116613,2007,8
10401,SW2,2007-08-20,-0.4482345886135361,2007,8
14274,WC7,2007-08-20,-0.3913478875165826,2007,8
14240,SW4,2007-08-20,-0.4639017026625147,2007,8
14239,WC26,2007-08-20,-0.3988802437997595,2007,8
14251,WC12,2007-08-20,-0.3807475446154292,2007,8
14252,WC8,2007-08-20,-0.5508478599415961,2007,8
14253,WC11,2007-08-20,-0.5352979741913809,2007,8
14254,WC25,2007-08-20,-0.4639081089616915,2007,8
14256,WC15,2007-08-20,-0.444629205990601,2007,8
14264,WC24,2007-08-20,-0.4475673842996474,2007,8
14268,WC13,2007-08-20,-0.446577599994323,2007,8
14269,WC9,2007-08-20,-0.4237363534299632,2007,8
14270,SW1,2007-08-20,-0.5341424355052398,2007,8
14271,SW2,2007-08-20,-0.4508432303148716,2007,8
14272,WC10,2007-08-20,-0.400709742069797,2007,8
10399,WC9,2007-08-20,-0.4261972121611755,2007,8
10398,WC13,2007-08-20,-0.4484762794073602,2007,8
14273,WC14,2007-08-20,-0.3516918171930753,2007,8
10394,WC24,2007-08-20,-0.4443207560767707,2007,8
14246,SW3,2007-08-20,-0.5426117778757803,2007,8
14249,SW5,2007-08-20,-0.5742716014722259,2007,8
14250,SW6,2007-08-20,-0.4389607734361951,2007,8
10397,WC21,2007-08-20,-0.4590003806156482,2007,8
10375,WC19,2007-08-20,-0.5401180393477727,2007,8
10374,WC20,2007-08-20,-0.4354107152536541,2007,8
10369,WC26,2007-08-20,-0.3972680602544295,2007,8
10376,SW3,2007-08-20,-0.5416024016408775,2007,8
10377,WC18,2007-08-20,-0.4588551862433206,2007,8
10368,WC5,2007-08-20,-0.5568577815402771,2007,8
10367,WC4,2007-08-20,-0.5123253873144842,2007,8
10366,WC6,2007-08-20,-0.4248386001961113,2007,8
10365,WC3,2007-08-20,-0.4191221432549927,2007,8
10363,WC1,2007-08-20,-0.5070574586280571,2007,8
10364,WC2,2007-08-20,-0.4206413786292515,2007,8
10383,WC11,2007-08-20,-0.5343868849921241,2007,8
10393,WC22,2007-08-20,-0.5323667793722251,2007,8
10392,WC23,2007-08-20,-0.41485503072822,2007,8
10378,WC17,2007-08-20,-0.4452638997879402,2007,8
10386,WC15,2007-08-20,-0.4478748682169638,2007,8
10381,WC12,2007-08-20,-0.3854330675609334,2007,8
10382,WC8,2007-08-20,-0.5539125278708101,2007,8
10385,WC16,2007-08-20,-0.4467133830637627,2007,8
10384,WC25,2007-08-20,-0.4620211202312426,2007,8
18001,NW4,2007-08-27,-0.5334462860418667,2007,8
25936,SW4,2007-08-27,-0.480617127767778,2007,8
21905,WC12,2007-08-27,-0.4134656905727106,2007,8
21904,SW6,2007-08-27,-0.4670451884160954,2007,8
25966,SW1,2007-08-27,-0.5417689935311634,2007,8
25946,SW6,2007-08-27,-0.4595164869226431,2007,8
25945,SW5,2007-08-27,-0.6019671057400201,2007,8
21903,SW5,2007-08-27,-0.6040255797301719,2007,8
18000,NW3,2007-08-27,-0.5467602642753138,2007,8
21900,SW3,2007-08-27,-0.5654744013861733,2007,8
21906,WC8,2007-08-27,-0.5730731984744225,2007,8
21887,WC1,2007-08-27,-0.5679840065806476,2007,8
21888,WC2,2007-08-27,-0.464756928142654,2007,8
21889,WC3,2007-08-27,-0.450445717413011,2007,8
21890,WC6,2007-08-27,-0.4649156388303823,2007,8
21891,WC4,2007-08-27,-0.5620073624722208,2007,8
21892,WC5,2007-08-27,-0.573239147697104,2007,8
21901,WC18,2007-08-27,-0.4803639207215067,2007,8
21893,WC26,2007-08-27,-0.449451987555348,2007,8
17983,NW7,2007-08-27,-0.4685460882198622,2007,8
17982,NW6,2007-08-27,-0.5724060720340413,2007,8
17984,NB1,2007-08-27,-0.5233681339556601,2007,8
17998,NW1,2007-08-27,-0.5512271147174369,2007,8
17999,NW2,2007-08-27,-0.5380222069538942,2007,8
21898,WC20,2007-08-27,-0.4640298012410496,2007,8
21899,WC19,2007-08-27,-0.5652436515971194,2007,8
21894,SW4,2007-08-27,-0.4816744498263293,2007,8
21907,WC11,2007-08-27,-0.541473883755151,2007,8
21902,WC17,2007-08-27,-0.552032661260366,2007,8
21909,WC16,2007-08-27,-0.4899061717170332,2007,8
21908,WC25,2007-08-27,-0.4800155430397653,2007,8
21929,WC27,2007-08-27,-0.5259418899328049,2007,8
21928,WC7,2007-08-27,-0.5174028784831243,2007,8
21927,WC14,2007-08-27,-0.4015935996502642,2007,8
21926,WC10,2007-08-27,-0.4555737117024646,2007,8
21925,SW2,2007-08-27,-0.4903107055949187,2007,8
21924,SW1,2007-08-27,-0.5417675845589889,2007,8
18002,NW5,2007-08-27,-0.57058730293353,2007,8
21922,WC13,2007-08-27,-0.4540813512207861,2007,8
21921,WC21,2007-08-27,-0.4472135460113892,2007,8
21918,WC24,2007-08-27,-0.4693047240019318,2007,8
21917,WC22,2007-08-27,-0.5873663111897307,2007,8
21916,WC23,2007-08-27,-0.4663118686337444,2007,8
21910,WC15,2007-08-27,-0.470782078509453,2007,8
21923,WC9,2007-08-27,-0.5328181436912486,2007,8
14282,WC26,2007-09-05,-0.503560301035403,2007,9
14295,WC8,2007-09-05,-0.5651819346010252,2007,9
14294,WC12,2007-09-05,-0.3917252694254464,2007,9
14293,SW6,2007-09-05,-0.4494176666730807,2007,9
14292,SW5,2007-09-05,-0.6066521338207017,2007,9
10406,WC1,2007-09-05,-0.5628508891277032,2007,9
14283,SW4,2007-09-05,-0.4663461571421475,2007,9
14296,WC11,2007-09-05,-0.5379553263346475,2007,9
10407,WC2,2007-09-05,-0.510582028906083,2007,9
10408,WC3,2007-09-05,-0.4970995066236965,2007,9
14289,SW3,2007-09-05,-0.5631011138751159,2007,9
10446,WC14,2007-09-05,-0.4856444529414185,2007,9
10442,WC9,2007-09-05,-0.5002105857386667,2007,9
10444,SW2,2007-09-05,-0.4867561666015729,2007,9
14318,WC27,2007-09-05,-0.5069969703092649,2007,9
14297,WC25,2007-09-05,-0.450050809567223,2007,9
14298,WC16,2007-09-05,-0.4457605046017777,2007,9
14299,WC15,2007-09-05,-0.4225933210824022,2007,9
14307,WC24,2007-09-05,-0.4347004409513639,2007,9
14311,WC13,2007-09-05,-0.410049314338788,2007,9
14312,WC9,2007-09-05,-0.5000211983205386,2007,9
14313,SW1,2007-09-05,-0.5203332273219904,2007,9
14314,SW2,2007-09-05,-0.4846201621830643,2007,9
14315,WC10,2007-09-05,-0.5159599978369678,2007,9
14316,WC14,2007-09-05,-0.4837883436217129,2007,9
14317,WC7,2007-09-05,-0.4773564607638614,2007,9
10445,WC10,2007-09-05,-0.5175343600168211,2007,9
10440,WC21,2007-09-05,-0.384463851114447,2007,9
10441,WC13,2007-09-05,-0.4353199782222731,2007,9
10436,WC22,2007-09-05,-0.5815117886838098,2007,9
10448,WC27,2007-09-05,-0.5064885872923842,2007,9
10447,WC7,2007-09-05,-0.4779941314258898,2007,9
10421,WC17,2007-09-05,-0.5566970511685776,2007,9
10420,WC18,2007-09-05,-0.4676111721685737,2007,9
10419,SW3,2007-09-05,-0.5614393177494639,2007,9
10418,WC19,2007-09-05,-0.5556085724552017,2007,9
10417,WC20,2007-09-05,-0.4319313854356182,2007,9
10412,WC26,2007-09-05,-0.5036490528904468,2007,9
10437,WC24,2007-09-05,-0.4383957251830651,2007,9
10410,WC4,2007-09-05,-0.5568841042283105,2007,9
10409,WC6,2007-09-05,-0.4630214361850758,2007,9
10424,WC12,2007-09-05,-0.3910918865258249,2007,9
10411,WC5,2007-09-05,-0.5701543004118952,2007,9
10426,WC11,2007-09-05,-0.5398646281090912,2007,9
10427,WC25,2007-09-05,-0.4514634154842277,2007,9
10428,WC16,2007-09-05,-0.4784646255546537,2007,9
10429,WC15,2007-09-05,-0.424212816914789,2007,9
10435,WC23,2007-09-05,-0.4502363553492375,2007,9
10425,WC8,2007-09-05,-0.5639279115310263,2007,9
1108,NC1,2007-09-07,-0.5939800001616127,2007,9
1107,NC2,2007-09-07,-0.6050132555782798,2007,9
18026,NW7,2007-09-12,-0.4316391922741438,2007,9
18027,NB1,2007-09-12,-0.4687479523711169,2007,9
18041,NW1,2007-09-12,-0.5333672941433836,2007,9
21941,WC20,2007-09-12,-0.4295703125808235,2007,9
18042,NW2,2007-09-12,-0.5237102278435519,2007,9
18043,NW3,2007-09-12,-0.5293293770346121,2007,9
18044,NW4,2007-09-12,-0.5239235454474306,2007,9
21949,WC8,2007-09-12,-0.5692875697179883,2007,9
21948,WC12,2007-09-12,-0.4071491163743312,2007,9
21959,WC23,2007-09-12,-0.4310007436682797,2007,9
21953,WC15,2007-09-12,-0.4129319125924749,2007,9
21950,WC11,2007-09-12,-0.5336043798263891,2007,9
21951,WC25,2007-09-12,-0.4860759294109982,2007,9
21952,WC16,2007-09-12,-0.4806731452294659,2007,9
21947,SW6,2007-09-12,-0.4430040777127483,2007,9
18045,NW5,2007-09-12,-0.5546114421208572,2007,9
21960,WC22,2007-09-12,-0.5840395792875884,2007,9
18025,NW6,2007-09-12,-0.577666395366587,2007,9
21964,WC21,2007-09-12,-0.3530298519433537,2007,9
21930,WC1,2007-09-12,-0.5625203609968271,2007,9
21931,WC2,2007-09-12,-0.5000527527155397,2007,9
21932,WC3,2007-09-12,-0.4947386412372372,2007,9
21933,WC6,2007-09-12,-0.5071706708370384,2007,9
21934,WC4,2007-09-12,-0.5606024645928597,2007,9
21935,WC5,2007-09-12,-0.5699085997892571,2007,9
21936,WC26,2007-09-12,-0.4980675296670551,2007,9
21944,WC18,2007-09-12,-0.4596309548685525,2007,9
21961,WC24,2007-09-12,-0.4515874952984143,2007,9
21945,WC17,2007-09-12,-0.5583010116303867,2007,9
21972,WC27,2007-09-12,-0.5187985367905349,2007,9
21971,WC7,2007-09-12,-0.4841869479037197,2007,9
21970,WC14,2007-09-12,-0.4766636160593979,2007,9
21969,WC10,2007-09-12,-0.5103622226773726,2007,9
21968,SW2,2007-09-12,-0.4958307095981645,2007,9
21966,WC9,2007-09-12,-0.504222480723531,2007,9
21937,SW4,2007-09-12,-0.4664892215339706,2007,9
21965,WC13,2007-09-12,-0.3789585479809954,2007,9
21946,SW5,2007-09-12,-0.5568717606344574,2007,9
21967,SW1,2007-09-12,-0.5176634055388768,2007,9
21943,SW3,2007-09-12,-0.5651175058817415,2007,9
25988,SW5,2007-09-12,-0.5538014425884439,2007,9
26009,SW1,2007-09-12,-0.5178162094678961,2007,9
25979,SW4,2007-09-12,-0.4670258208240868,2007,9
25989,SW6,2007-09-12,-0.4427100110825137,2007,9
21942,WC19,2007-09-12,-0.5572869375404346,2007,9
4419,NC1,2007-09-14,-0.3309333740387243,2007,9
4418,NC2,2007-09-14,-0.3114565214749382,2007,9
10455,WC26,2007-09-21,-0.4361616631273659,2007,9
10491,WC27,2007-09-21,-0.4932946126268182,2007,9
10489,WC14,2007-09-21,-0.3544552560969598,2007,9
10484,WC13,2007-09-21,-0.2947367744736429,2007,9
10475,NW3,2007-09-21,-0.3863941666265962,2007,9
10472,WC15,2007-09-21,-0.2885245970081008,2007,9
10460,WC20,2007-09-21,-0.2624436951818555,2007,9
14361,WC27,2007-09-21,-0.4950013100409463,2007,9
14359,WC14,2007-09-21,-0.3584313407839987,2007,9
14356,SW1,2007-09-21,-0.4576492080737133,2007,9
14342,WC15,2007-09-21,-0.2938416169211753,2007,9
14354,WC13,2007-09-21,-0.3021583517992324,2007,9
14336,SW6,2007-09-21,-0.3098091699929549,2007,9
14335,SW5,2007-09-21,-0.3083384381354653,2007,9
14326,SW4,2007-09-21,-0.3566936709934593,2007,9
14325,WC26,2007-09-21,-0.4386305158603634,2007,9
14337,WC12,2007-09-21,-0.2728756881488063,2007,9
1150,NC2,2007-09-23,-0.5260962232581351,2007,9
1151,NC1,2007-09-23,-0.4790829431350792,2007,9
22012,WC10,2007-09-28,-0.4376891874050538,2007,9
21990,SW6,2007-09-28,-0.4186999227086175,2007,9
21974,WC2,2007-09-28,-0.4959740137362252,2007,9
21991,WC12,2007-09-28,-0.3984936098789911,2007,9
21992,WC8,2007-09-28,-0.5102633407007325,2007,9
21993,WC11,2007-09-28,-0.4690120668887487,2007,9
22007,WC21,2007-09-28,-0.2588858056473302,2007,9
22008,WC13,2007-09-28,-0.3227115281191887,2007,9
22002,WC23,2007-09-28,-0.405560472445771,2007,9
22009,WC9,2007-09-28,-0.5206169034713559,2007,9
22010,SW1,2007-09-28,-0.4870006695206881,2007,9
22011,SW2,2007-09-28,-0.4432598219015308,2007,9
22003,WC22,2007-09-28,-0.5726294428035534,2007,9
21973,WC1,2007-09-28,-0.5511016952839598,2007,9
21994,WC25,2007-09-28,-0.4822862322444111,2007,9
22004,WC24,2007-09-28,-0.461638829671726,2007,9
26032,SW6,2007-09-28,-0.4203973293899979,2007,9
26031,SW5,2007-09-28,-0.3786547002055511,2007,9
21975,WC3,2007-09-28,-0.4706793292275937,2007,9
21976,WC6,2007-09-28,-0.4877472966857621,2007,9
21977,WC4,2007-09-28,-0.540950730202528,2007,9
21978,WC5,2007-09-28,-0.5625216912150677,2007,9
21979,WC26,2007-09-28,-0.4549235698598997,2007,9
21980,SW4,2007-09-28,-0.4184605099369827,2007,9
21984,WC20,2007-09-28,-0.430783261464678,2007,9
21985,WC19,2007-09-28,-0.4691037532213608,2007,9
18068,NW6,2007-09-28,-0.536562140001582,2007,9
18069,NW7,2007-09-28,-0.4310545811309368,2007,9
18070,NB1,2007-09-28,-0.4001337092760078,2007,9
18084,NW1,2007-09-28,-0.3568408893435146,2007,9
26022,SW4,2007-09-28,-0.4200692898010851,2007,9
18085,NW2,2007-09-28,-0.3048047926183373,2007,9
18087,NW4,2007-09-28,-0.2878853397436071,2007,9
18088,NW5,2007-09-28,-0.2569580042530474,2007,9
22015,WC27,2007-09-28,-0.5096941040842559,2007,9
22014,WC7,2007-09-28,-0.4947740101428272,2007,9
22013,WC14,2007-09-28,-0.432557930012527,2007,9
21986,SW3,2007-09-28,-0.4576378795900592,2007,9
21987,WC18,2007-09-28,-0.4170495110217083,2007,9
21988,WC17,2007-09-28,-0.5231145320939619,2007,9
21989,SW5,2007-09-28,-0.3777745835109077,2007,9
26052,SW1,2007-09-28,-0.4875407985201955,2007,9
21996,WC15,2007-09-28,-0.3514049035767818,2007,9
18086,NW3,2007-09-28,-0.3579102438946963,2007,9
21995,WC16,2007-09-28,-0.4422873411662164,2007,9
4461,NC2,2007-09-30,-0.5274543666199478,2007,9
4462,NC1,2007-09-30,-0.4164329854790806,2007,9
14402,WC14,2008-01-27,-0.4315800661841235,2008,1
14382,WC11,2008-01-27,-0.4684118078300194,2008,1
14369,SW4,2008-01-27,-0.3247539215380091,2008,1
14401,WC10,2008-01-27,-0.4329978008244389,2008,1
14400,SW2,2008-01-27,-0.3800442200226803,2008,1
14399,SW1,2008-01-27,-0.3359124606759469,2008,1
14393,WC24,2008-01-27,-0.3313675050655638,2008,1
14368,WC26,2008-01-27,-0.4148786471736225,2008,1
14383,WC25,2008-01-27,-0.3563676946985151,2008,1
14380,WC12,2008-01-27,-0.3383669382645976,2008,1
14385,WC15,2008-01-27,-0.4110888819407307,2008,1
14378,SW5,2008-01-27,-0.344644148244253,2008,1
14375,SW3,2008-01-27,-0.4581158595155851,2008,1
14379,SW6,2008-01-27,-0.3417202860546983,2008,1
26095,SW1,2008-02-03,-0.4201585027249693,2008,2
26075,SW6,2008-02-03,-0.4089384205998501,2008,2
26074,SW5,2008-02-03,-0.4104067836404975,2008,2
26065,SW4,2008-02-03,-0.3897918317119702,2008,2
22054,SW2,2008-02-03,-0.4229417040640327,2008,2
22016,WC1,2008-02-03,-0.4672872817388938,2008,2
22058,WC27,2008-02-03,-0.4832766467963496,2008,2
22057,WC7,2008-02-03,-0.4921063724472833,2008,2
22056,WC14,2008-02-03,-0.4634222014921695,2008,2
22055,WC10,2008-02-03,-0.4821508140780623,2008,2
22053,SW1,2008-02-03,-0.4186702576604315,2008,2
22037,WC25,2008-02-03,-0.4817065088760086,2008,2
22051,WC13,2008-02-03,-0.4401915463440893,2008,2
18131,NW5,2008-02-03,-0.4847038363463311,2008,2
18130,NW4,2008-02-03,-0.4958363768794859,2008,2
18129,NW3,2008-02-03,-0.5199177104638596,2008,2
18128,NW2,2008-02-03,-0.480955846003929,2008,2
18127,NW1,2008-02-03,-0.5147523337047499,2008,2
18113,NB1,2008-02-03,0.5841640784641052,2008,2
18112,NW7,2008-02-03,-0.3242599592915641,2008,2
18111,NW6,2008-02-03,-0.5486821465568693,2008,2
22017,WC2,2008-02-03,-0.4855740680579277,2008,2
22018,WC3,2008-02-03,-0.4887945019107377,2008,2
22019,WC6,2008-02-03,-0.484913930259171,2008,2
22021,WC5,2008-02-03,-0.4788877980753768,2008,2
22022,WC26,2008-02-03,-0.4635984704393383,2008,2
22023,SW4,2008-02-03,-0.3880958216374568,2008,2
22027,WC20,2008-02-03,-0.4272306810559689,2008,2
22020,WC4,2008-02-03,-0.4708021112437638,2008,2
22029,SW3,2008-02-03,-0.4863926249937373,2008,2
22050,WC21,2008-02-03,-0.4296595933126956,2008,2
22047,WC24,2008-02-03,-0.4403179152064552,2008,2
22046,WC22,2008-02-03,-0.4767430731626599,2008,2
22045,WC23,2008-02-03,-0.4236847856256849,2008,2
22039,WC15,2008-02-03,-0.4435354248005149,2008,2
22038,WC16,2008-02-03,-0.4866202199444452,2008,2
22028,WC19,2008-02-03,-0.4962191635183335,2008,2
22035,WC8,2008-02-03,-0.4785335643448778,2008,2
22036,WC11,2008-02-03,-0.5070076004429874,2008,2
22034,WC12,2008-02-03,-0.3792134634966279,2008,2
22033,SW6,2008-02-03,-0.4071911769311836,2008,2
22032,SW5,2008-02-03,-0.4088506410416306,2008,2
22031,WC17,2008-02-03,-0.4593351635671133,2008,2
22030,WC18,2008-02-03,-0.4641144359792403,2008,2
22052,WC9,2008-02-03,-0.4913635008611786,2008,2
14443,SW2,2008-02-12,-0.3810820990247989,2008,2
14444,WC10,2008-02-12,-0.4554488481900512,2008,2
14426,WC25,2008-02-12,-0.4639189612212205,2008,2
14441,WC9,2008-02-12,-0.4457429919861126,2008,2
14440,WC13,2008-02-12,-0.420646921756996,2008,2
14436,WC24,2008-02-12,-0.4213639809632932,2008,2
14428,WC15,2008-02-12,-0.4124344137302355,2008,2
14442,SW1,2008-02-12,-0.3931724623284753,2008,2
14418,SW3,2008-02-12,-0.4612277378061192,2008,2
10494,WC3,2008-02-12,-0.4677521830356293,2008,2
10493,WC2,2008-02-12,-0.4632134813921144,2008,2
10492,WC1,2008-02-12,-0.464527906209476,2008,2
14423,WC12,2008-02-12,-0.3556821588661205,2008,2
14422,SW6,2008-02-12,-0.3977948867463847,2008,2
14421,SW5,2008-02-12,-0.3999512927976497,2008,2
14445,WC14,2008-02-12,-0.4278356769310015,2008,2
14412,SW4,2008-02-12,-0.3690643046324533,2008,2
14425,WC11,2008-02-12,-0.5050327833559206,2008,2
14446,WC7,2008-02-12,-0.4582187465295323,2008,2
10511,WC8,2008-02-12,-0.4743951937963119,2008,2
10495,WC6,2008-02-12,-0.45707806834977,2008,2
10523,WC24,2008-02-12,-0.4257438655014073,2008,2
10526,WC21,2008-02-12,-0.4266808233288413,2008,2
10527,WC13,2008-02-12,-0.4224505821228173,2008,2
10528,WC9,2008-02-12,-0.4640854343456125,2008,2
10530,SW2,2008-02-12,-0.3830971629301176,2008,2
10531,WC10,2008-02-12,-0.4594312986430015,2008,2
10532,WC14,2008-02-12,-0.4372787945328624,2008,2
10533,WC7,2008-02-12,-0.4670359475409142,2008,2
10534,WC27,2008-02-12,-0.4419885999155736,2008,2
10522,WC22,2008-02-12,-0.4710125005909504,2008,2
10521,WC23,2008-02-12,-0.4033693035354579,2008,2
14447,WC27,2008-02-12,-0.437131756599746,2008,2
10515,WC15,2008-02-12,-0.4164295564958803,2008,2
10513,WC25,2008-02-12,-0.4692058011893764,2008,2
10512,WC11,2008-02-12,-0.510725347771254,2008,2
10510,WC12,2008-02-12,-0.3561441088313798,2008,2
10507,WC17,2008-02-12,-0.4431678077567061,2008,2
10506,WC18,2008-02-12,-0.4501473596923646,2008,2
10505,SW3,2008-02-12,-0.4649345242287862,2008,2
10504,WC19,2008-02-12,-0.4997405554851237,2008,2
10503,WC20,2008-02-12,-0.4072560539414718,2008,2
10498,WC26,2008-02-12,-0.4459612225646335,2008,2
10497,WC5,2008-02-12,-0.4739864455296405,2008,2
10496,WC4,2008-02-12,-0.4584887085864592,2008,2
10514,WC16,2008-02-12,-0.4652629318899797,2008,2
14411,WC26,2008-02-12,-0.4394066469401057,2008,2
22101,WC27,2008-02-19,-0.4912773016468751,2008,2
22080,WC25,2008-02-19,-0.4890894202094691,2008,2
22099,WC14,2008-02-19,-0.475517854254015,2008,2
22065,WC26,2008-02-19,-0.4711960374646949,2008,2
22064,WC5,2008-02-19,-0.4829048708859217,2008,2
22063,WC4,2008-02-19,-0.4723011567131092,2008,2
22062,WC6,2008-02-19,-0.4933656329296964,2008,2
22061,WC3,2008-02-19,-0.4954326515781138,2008,2
18156,NB1,2008-02-19,-0.4767630988641037,2008,2
22059,WC1,2008-02-19,-0.4717039287300723,2008,2
22100,WC7,2008-02-19,-0.500712681400418,2008,2
22066,SW4,2008-02-19,-0.3941349744772573,2008,2
18154,NW6,2008-02-19,-0.5760908666687086,2008,2
18173,NW4,2008-02-19,-0.4823561303097661,2008,2
18172,NW3,2008-02-19,-0.489495028564204,2008,2
18171,NW2,2008-02-19,-0.4570715900716491,2008,2
26138,SW1,2008-02-19,-0.4237424340177506,2008,2
26118,SW6,2008-02-19,-0.4159729984635109,2008,2
26117,SW5,2008-02-19,-0.4156693378472153,2008,2
26108,SW4,2008-02-19,-0.3921405919997722,2008,2
18170,NW1,2008-02-19,-0.4893199564782092,2008,2
18174,NW5,2008-02-19,-0.4861103637630384,2008,2
22070,WC20,2008-02-19,-0.4367186708526113,2008,2
22060,WC2,2008-02-19,-0.4973151514622244,2008,2
22072,SW3,2008-02-19,-0.4890100915558653,2008,2
22098,WC10,2008-02-19,-0.4865221682072636,2008,2
22097,SW2,2008-02-19,-0.430204423724083,2008,2
22096,SW1,2008-02-19,-0.4257680228155092,2008,2
22095,WC9,2008-02-19,-0.4906547345351409,2008,2
22094,WC13,2008-02-19,-0.4516952660416125,2008,2
22093,WC21,2008-02-19,-0.4406559370123583,2008,2
22090,WC24,2008-02-19,-0.4536239202619471,2008,2
22089,WC22,2008-02-19,-0.4811588226866611,2008,2
22088,WC23,2008-02-19,-0.4323331738659764,2008,2
22082,WC15,2008-02-19,-0.4494239623927959,2008,2
22081,WC16,2008-02-19,-0.4961360096454393,2008,2
22071,WC19,2008-02-19,-0.4983883611815433,2008,2
18155,NW7,2008-02-19,-0.4318521599009782,2008,2
22073,WC18,2008-02-19,-0.4708451307298353,2008,2
22074,WC17,2008-02-19,-0.4668314106686955,2008,2
22075,SW5,2008-02-19,-0.4173379008445556,2008,2
22076,SW6,2008-02-19,-0.4184625922265095,2008,2
22077,WC12,2008-02-19,-0.3985254659999195,2008,2
22078,WC8,2008-02-19,-0.4840590027844358,2008,2
22079,WC11,2008-02-19,-0.5201388945774503,2008,2
10565,WC22,2008-02-28,-0.4703512335794014,2008,2
10556,WC25,2008-02-28,-0.4460966901678677,2008,2
10557,WC16,2008-02-28,-0.320709079226078,2008,2
14479,WC24,2008-02-28,-0.4138476543981781,2008,2
10577,WC27,2008-02-28,-0.4469816158312034,2008,2
10576,WC7,2008-02-28,-0.3455483237236234,2008,2
10558,WC15,2008-02-28,-0.4029604569240509,2008,2
10575,WC14,2008-02-28,-0.3873986114851688,2008,2
10574,WC10,2008-02-28,-0.4339434815880608,2008,2
10573,SW2,2008-02-28,-0.383482897021214,2008,2
10561,NW3,2008-02-28,-0.4560622667986354,2008,2
10570,WC13,2008-02-28,-0.397814834544005,2008,2
10566,WC24,2008-02-28,-0.4143156547150636,2008,2
10564,WC23,2008-02-28,-0.4257490329286595,2008,2
10571,WC9,2008-02-28,-0.4119391818669632,2008,2
14490,WC27,2008-02-28,-0.446660182123143,2008,2
14455,SW4,2008-02-28,-0.4051904003124035,2008,2
14483,WC13,2008-02-28,-0.3975922531156464,2008,2
14484,WC9,2008-02-28,-0.4313946008618658,2008,2
14485,SW1,2008-02-28,-0.4160301568660184,2008,2
14486,SW2,2008-02-28,-0.3832299023140161,2008,2
14487,WC10,2008-02-28,-0.4336557495795758,2008,2
14488,WC14,2008-02-28,-0.38689251954422,2008,2
14454,WC26,2008-02-28,-0.4269412165322871,2008,2
14489,WC7,2008-02-28,-0.3788746339389865,2008,2
14469,WC25,2008-02-28,-0.445721874983964,2008,2
14468,WC11,2008-02-28,-0.451194022687843,2008,2
14466,WC12,2008-02-28,-0.3610972133096568,2008,2
14465,SW6,2008-02-28,-0.4148345185993872,2008,2
14464,SW5,2008-02-28,-0.4063465340161566,2008,2
14461,SW3,2008-02-28,-0.4529587699401476,2008,2
10555,WC11,2008-02-28,-0.4516051343640145,2008,2
10554,WC8,2008-02-28,-0.364050891640422,2008,2
14471,WC15,2008-02-28,-0.4027648759133753,2008,2
10550,WC17,2008-02-28,-0.3462358917722572,2008,2
7422,NW3,2008-02-28,-0.4665394379679448,2008,2
10535,WC1,2008-02-28,-0.3955989315040525,2008,2
10536,WC2,2008-02-28,-0.3654205202318642,2008,2
10537,WC3,2008-02-28,-0.4489199417587233,2008,2
10539,WC4,2008-02-28,-0.4108230254191609,2008,2
10540,WC5,2008-02-28,-0.3819053597322883,2008,2
10538,WC6,2008-02-28,-0.3680487113141621,2008,2
10549,WC18,2008-02-28,-0.3334304549779199,2008,2
10541,WC26,2008-02-28,-0.4270077076698108,2008,2
10548,SW3,2008-02-28,-0.4531928988041322,2008,2
10553,WC12,2008-02-28,-0.3613301368764413,2008,2
1237,NC1,2008-03-01,-0.4545663478753796,2008,3
1236,NC2,2008-03-01,-0.514407721334956,2008,3
4504,NC2,2008-03-08,-0.1056608974686016,2008,3
4505,NC1,2008-03-08,-0.2912010455709562,2008,3
14528,SW1,2008-03-15,-0.4153040952521752,2008,3
14529,SW2,2008-03-15,-0.4256042652347994,2008,3
14530,WC10,2008-03-15,-0.4750496150515322,2008,3
14531,WC14,2008-03-15,-0.45556071841393,2008,3
14532,WC7,2008-03-15,-0.4758003733613109,2008,3
14533,WC27,2008-03-15,-0.4714242799883527,2008,3
